exchange,market,timestamp,date,volume_eth,notional_volume_usd,close
Orderly,PERP_ETH_USDC,2026-05-29T20:00:00+00:00,2026-05-29,37.6338,75897.589812,2016.74
Hyperliquid,ETH,2026-05-29T21:00:00+00:00,2026-05-29,8905.7329,17887164.529650003,2008.5
Orderly,PERP_ETH_USDC,2026-05-29T21:00:00+00:00,2026-05-29,90.8399,182374.72523500002,2007.65
Hyperliquid,ETH,2026-05-29T22:00:00+00:00,2026-05-29,6087.4312,12252781.51936,2012.8
Orderly,PERP_ETH_USDC,2026-05-29T22:00:00+00:00,2026-05-29,79.6094,160177.297176,2012.04
Hyperliquid,ETH,2026-05-29T23:00:00+00:00,2026-05-29,3708.126,7467053.326200001,2013.7
Orderly,PERP_ETH_USDC,2026-05-29T23:00:00+00:00,2026-05-29,40.3155,81139.78160999999,2012.62
Hyperliquid,ETH,2026-05-30T00:00:00+00:00,2026-05-30,2439.2103,4912325.6231700005,2013.9
Orderly,PERP_ETH_USDC,2026-05-30T00:00:00+00:00,2026-05-30,192.9551,388420.54585099994,2013.01
Hyperliquid,ETH,2026-05-30T01:00:00+00:00,2026-05-30,7216.087,14567836.435600001,2018.8
Orderly,PERP_ETH_USDC,2026-05-30T01:00:00+00:00,2026-05-30,120.251,242632.84772000002,2017.72
Hyperliquid,ETH,2026-05-30T02:00:00+00:00,2026-05-30,2027.9959,4097565.7159499996,2020.5
Orderly,PERP_ETH_USDC,2026-05-30T02:00:00+00:00,2026-05-30,54.0475,109161.89765,2019.74
Hyperliquid,ETH,2026-05-30T03:00:00+00:00,2026-05-30,7144.1356,14402577.3696,2016.0
Orderly,PERP_ETH_USDC,2026-05-30T03:00:00+00:00,2026-05-30,65.0227,131034.395267,2015.21
Hyperliquid,ETH,2026-05-30T04:00:00+00:00,2026-05-30,28988.0854,58268950.46254,2010.1
Orderly,PERP_ETH_USDC,2026-05-30T04:00:00+00:00,2026-05-30,505.7872,1016166.9477759999,2009.08
Hyperliquid,ETH,2026-05-30T05:00:00+00:00,2026-05-30,4359.0521,8784361.79192,2015.2
Orderly,PERP_ETH_USDC,2026-05-30T05:00:00+00:00,2026-05-30,403.9857,813780.714366,2014.38
Hyperliquid,ETH,2026-05-30T06:00:00+00:00,2026-05-30,11302.0986,22788421.407179996,2016.3
Orderly,PERP_ETH_USDC,2026-05-30T06:00:00+00:00,2026-05-30,106.9139,215503.140813,2015.67
Hyperliquid,ETH,2026-05-30T07:00:00+00:00,2026-05-30,785.2779,1582492.0240800001,2015.2
Orderly,PERP_ETH_USDC,2026-05-30T07:00:00+00:00,2026-05-30,25.3791,51128.227278,2014.58
Hyperliquid,ETH,2026-05-30T08:00:00+00:00,2026-05-30,2144.3034,4317340.465559999,2013.4
Orderly,PERP_ETH_USDC,2026-05-30T08:00:00+00:00,2026-05-30,26.3209,52972.127295000006,2012.55
Hyperliquid,ETH,2026-05-30T09:00:00+00:00,2026-05-30,3969.1657,8001441.13463,2015.9
Orderly,PERP_ETH_USDC,2026-05-30T09:00:00+00:00,2026-05-30,181.395,365505.48315000004,2014.97
Hyperliquid,ETH,2026-05-30T10:00:00+00:00,2026-05-30,6581.537,13274960.129,2017.0
Orderly,PERP_ETH_USDC,2026-05-30T10:00:00+00:00,2026-05-30,64.1737,129375.462674,2016.02
Hyperliquid,ETH,2026-05-30T11:00:00+00:00,2026-05-30,2315.0849,4668600.20934,2016.6
Orderly,PERP_ETH_USDC,2026-05-30T11:00:00+00:00,2026-05-30,346.2073,697888.1374129999,2015.81
Hyperliquid,ETH,2026-05-30T12:00:00+00:00,2026-05-30,1000.9706,2021259.93258,2019.3
Orderly,PERP_ETH_USDC,2026-05-30T12:00:00+00:00,2026-05-30,167.3265,337700.015565,2018.21
Hyperliquid,ETH,2026-05-30T13:00:00+00:00,2026-05-30,2924.8294,5908155.388,2020.0
Orderly,PERP_ETH_USDC,2026-05-30T13:00:00+00:00,2026-05-30,134.6029,271784.791564,2019.16
Hyperliquid,ETH,2026-05-30T14:00:00+00:00,2026-05-30,20164.6767,40859684.39721,2026.3
Orderly,PERP_ETH_USDC,2026-05-30T14:00:00+00:00,2026-05-30,262.5282,531567.09936,2024.8
Hyperliquid,ETH,2026-05-30T15:00:00+00:00,2026-05-30,54422.8661,110266169.00521,2026.1
Orderly,PERP_ETH_USDC,2026-05-30T15:00:00+00:00,2026-05-30,128.9395,261038.01775000003,2024.5
Hyperliquid,ETH,2026-05-30T16:00:00+00:00,2026-05-30,8422.5347,17068266.56955,2026.5
Orderly,PERP_ETH_USDC,2026-05-30T16:00:00+00:00,2026-05-30,56.0389,113493.342614,2025.26
Hyperliquid,ETH,2026-05-30T17:00:00+00:00,2026-05-30,5595.9584,11339090.50592,2026.3
Orderly,PERP_ETH_USDC,2026-05-30T17:00:00+00:00,2026-05-30,94.3896,191153.09844,2025.15
Hyperliquid,ETH,2026-05-30T18:00:00+00:00,2026-05-30,2024.584,4103426.8512,2026.8
Orderly,PERP_ETH_USDC,2026-05-30T18:00:00+00:00,2026-05-30,224.6494,455002.64826600003,2025.39
Hyperliquid,ETH,2026-05-30T19:00:00+00:00,2026-05-30,3123.0283,6333189.08957,2027.9
Orderly,PERP_ETH_USDC,2026-05-30T19:00:00+00:00,2026-05-30,132.87,269292.9438,2026.74
Hyperliquid,ETH,2026-05-30T20:00:00+00:00,2026-05-30,3148.5318,6380499.6927000005,2026.5
Orderly,PERP_ETH_USDC,2026-05-30T20:00:00+00:00,2026-05-30,52.0044,105306.30978,2024.95
Hyperliquid,ETH,2026-05-30T21:00:00+00:00,2026-05-30,9252.7602,18761821.85754,2027.7
Orderly,PERP_ETH_USDC,2026-05-30T21:00:00+00:00,2026-05-30,160.3763,324904.742407,2025.89
Hyperliquid,ETH,2026-05-30T22:00:00+00:00,2026-05-30,3904.5943,7897041.9717500005,2022.5
Orderly,PERP_ETH_USDC,2026-05-30T22:00:00+00:00,2026-05-30,620.2437,1253655.173751,2021.23
Hyperliquid,ETH,2026-05-30T23:00:00+00:00,2026-05-30,2511.8262,5077907.845919999,2021.6
Orderly,PERP_ETH_USDC,2026-05-30T23:00:00+00:00,2026-05-30,235.8811,476569.456818,2020.38
Hyperliquid,ETH,2026-05-31T00:00:00+00:00,2026-05-31,2934.4077,5945696.88174,2026.2
Orderly,PERP_ETH_USDC,2026-05-31T00:00:00+00:00,2026-05-31,309.0128,625723.1088480001,2024.91
Hyperliquid,ETH,2026-05-31T01:00:00+00:00,2026-05-31,7738.8908,15699113.87688,2028.6
Orderly,PERP_ETH_USDC,2026-05-31T01:00:00+00:00,2026-05-31,284.4778,576744.602164,2027.38
Hyperliquid,ETH,2026-05-31T02:00:00+00:00,2026-05-31,6309.4803,12830328.19005,2033.5
Orderly,PERP_ETH_USDC,2026-05-31T02:00:00+00:00,2026-05-31,187.4051,380880.25118900003,2032.39
Hyperliquid,ETH,2026-05-31T03:00:00+00:00,2026-05-31,2144.6314,4360250.09934,2033.1
Orderly,PERP_ETH_USDC,2026-05-31T03:00:00+00:00,2026-05-31,99.8266,202813.71015600002,2031.66
Hyperliquid,ETH,2026-05-31T04:00:00+00:00,2026-05-31,3161.1312,6428160.2952,2033.5
Orderly,PERP_ETH_USDC,2026-05-31T04:00:00+00:00,2026-05-31,119.3346,242487.9072,2032.0
Hyperliquid,ETH,2026-05-31T05:00:00+00:00,2026-05-31,2405.1462,4881965.75676,2029.8
Orderly,PERP_ETH_USDC,2026-05-31T05:00:00+00:00,2026-05-31,153.657,311647.12740000006,2028.2
Hyperliquid,ETH,2026-05-31T06:00:00+00:00,2026-05-31,2035.8115,4131679.43925,2029.5
Orderly,PERP_ETH_USDC,2026-05-31T06:00:00+00:00,2026-05-31,104.0263,210980.940345,2028.15
Hyperliquid,ETH,2026-05-31T07:00:00+00:00,2026-05-31,5136.8434,10394916.30424,2023.6
Orderly,PERP_ETH_USDC,2026-05-31T07:00:00+00:00,2026-05-31,176.9993,357933.294439,2022.23
Hyperliquid,ETH,2026-05-31T08:00:00+00:00,2026-05-31,7014.2725,14216527.503,2026.8
Orderly,PERP_ETH_USDC,2026-05-31T08:00:00+00:00,2026-05-31,92.6161,187582.79661800002,2025.38
Hyperliquid,ETH,2026-05-31T09:00:00+00:00,2026-05-31,7361.4568,14871615.02736,2020.2
Orderly,PERP_ETH_USDC,2026-05-31T09:00:00+00:00,2026-05-31,91.8694,185495.342928,2019.12
Hyperliquid,ETH,2026-05-31T10:00:00+00:00,2026-05-31,5167.2441,10438866.53082,2020.2
Orderly,PERP_ETH_USDC,2026-05-31T10:00:00+00:00,2026-05-31,233.1932,470800.747276,2018.93
Hyperliquid,ETH,2026-05-31T11:00:00+00:00,2026-05-31,2730.337,5521560.5150999995,2022.3
Orderly,PERP_ETH_USDC,2026-05-31T11:00:00+00:00,2026-05-31,99.8935,201929.715575,2021.45
Hyperliquid,ETH,2026-05-31T12:00:00+00:00,2026-05-31,1521.1553,3075015.43895,2021.5
Orderly,PERP_ETH_USDC,2026-05-31T12:00:00+00:00,2026-05-31,290.3924,586679.76572,2020.3
Hyperliquid,ETH,2026-05-31T13:00:00+00:00,2026-05-31,1834.5082,3704789.3098999998,2019.5
Orderly,PERP_ETH_USDC,2026-05-31T13:00:00+00:00,2026-05-31,157.7301,318332.465121,2018.21
Hyperliquid,ETH,2026-05-31T14:00:00+00:00,2026-05-31,33584.1519,67416826.52406,2007.4
Orderly,PERP_ETH_USDC,2026-05-31T14:00:00+00:00,2026-05-31,369.153,740557.8333,2006.1
Hyperliquid,ETH,2026-05-31T15:00:00+00:00,2026-05-31,21190.9047,42593718.447,2010.0
Orderly,PERP_ETH_USDC,2026-05-31T15:00:00+00:00,2026-05-31,70.2775,141167.117025,2008.71
Hyperliquid,ETH,2026-05-31T16:00:00+00:00,2026-05-31,15438.9421,30902586.50736,2001.6
Orderly,PERP_ETH_USDC,2026-05-31T16:00:00+00:00,2026-05-31,369.4646,739006.787566,2000.21
Hyperliquid,ETH,2026-05-31T17:00:00+00:00,2026-05-31,4711.0476,9446592.64752,2005.2
Orderly,PERP_ETH_USDC,2026-05-31T17:00:00+00:00,2026-05-31,64.1388,128510.42384400002,2003.63
Hyperliquid,ETH,2026-05-31T18:00:00+00:00,2026-05-31,3306.5467,6613754.70934,2000.2
Orderly,PERP_ETH_USDC,2026-05-31T18:00:00+00:00,2026-05-31,15.2485,30475.34713,1998.58
Hyperliquid,ETH,2026-05-31T19:00:00+00:00,2026-05-31,8325.9709,16645281.02328,1999.2
Orderly,PERP_ETH_USDC,2026-05-31T19:00:00+00:00,2026-05-31,29.2472,58428.5938,1997.75
Hyperliquid,ETH,2026-05-31T20:00:00+00:00,2026-05-31,3801.4424,7628354.46408,2006.7
Orderly,PERP_ETH_USDC,2026-05-31T20:00:00+00:00,2026-05-31,112.6973,225977.24504100002,2005.17
Hyperliquid,ETH,2026-05-31T21:00:00+00:00,2026-05-31,8693.2908,17490901.0896,2012.0
Orderly,PERP_ETH_USDC,2026-05-31T21:00:00+00:00,2026-05-31,202.5543,407205.037005,2010.35
Hyperliquid,ETH,2026-05-31T22:00:00+00:00,2026-05-31,12445.3406,25045003.423440002,2012.4
Orderly,PERP_ETH_USDC,2026-05-31T22:00:00+00:00,2026-05-31,185.605,373210.8219,2010.78
Hyperliquid,ETH,2026-05-31T23:00:00+00:00,2026-05-31,31392.0624,62994451.61808,2006.7
Orderly,PERP_ETH_USDC,2026-05-31T23:00:00+00:00,2026-05-31,224.9324,451041.196452,2005.23
Hyperliquid,ETH,2026-06-01T00:00:00+00:00,2026-06-01,31334.9837,63149392.65061,2015.3
Orderly,PERP_ETH_USDC,2026-06-01T00:00:00+00:00,2026-06-01,131.0898,263959.79948399996,2013.58
Hyperliquid,ETH,2026-06-01T01:00:00+00:00,2026-06-01,20552.6806,40984100.384459995,1994.1
Orderly,PERP_ETH_USDC,2026-06-01T01:00:00+00:00,2026-06-01,309.0016,615905.079136,1993.21
Hyperliquid,ETH,2026-06-01T02:00:00+00:00,2026-06-01,14470.1529,29102371.51248,2011.2
Orderly,PERP_ETH_USDC,2026-06-01T02:00:00+00:00,2026-06-01,154.5344,310671.321728,2010.37
Hyperliquid,ETH,2026-06-01T03:00:00+00:00,2026-06-01,6224.6793,12502890.84198,2008.6
Orderly,PERP_ETH_USDC,2026-06-01T03:00:00+00:00,2026-06-01,88.3508,177384.551684,2007.73
Hyperliquid,ETH,2026-06-01T04:00:00+00:00,2026-06-01,16106.2381,32202812.457140002,1999.4
Orderly,PERP_ETH_USDC,2026-06-01T04:00:00+00:00,2026-06-01,271.4878,542465.202936,1998.12
Hyperliquid,ETH,2026-06-01T05:00:00+00:00,2026-06-01,9622.9038,19199617.661760002,1995.2
Orderly,PERP_ETH_USDC,2026-06-01T05:00:00+00:00,2026-06-01,611.7447,1219445.767533,1993.39
Orderly,PERP_ETH_USDC,2026-06-01T06:00:00+00:00,2026-06-01,220.0724,436192.29969599994,1982.04
